鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,17.74,住,Unnamed: 5,Unnamed: 6,1120512,土地2建物1車位1,十層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,Unnamed: 14,79.4,2,1,1.1,有,無,6730000,96784,坡道機械,16.58,650000,A06戶兩房方案，附冷氣一式交易總價含下列非屬預售屋價格之費用:含裝潢費680000元；含傢俱設備費200000元；,RPSNMLPKNHIGFAV07CB,達永崌里東,A6號,Unnamed: 30,來源資料夾,臺東縣臺東市仁愛街29號旁,34.62,1120814,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,102.17,2.1,8800000,88465,一樓平面,14.0,1000000,車位編號:自設車位8,RPQNMLPKQHIGFAV27DB,麗築東京天后之星,5C號
台東市,房地(土地+建物)+車位,臺東縣臺東市中正路131號後方,19.75,商,,,1120222.0,土地3建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.05,2.0,2.0,2.0,有,無,10080000.0,82956.0,坡道平面,13.75,930000.0,,RPQNMLOJLHIGFAV09CB,大同富御,1棟10D號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市更生路1250號旁臺東市南榮段1069 地號,35.74,住,,,1120302.0,土地2建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.36,2.0,2.0,1.0,有,無,6360000.0,67420.0,坡道平面,35.93,870000.0,,RPQNMLSJLHIGFAV86CB,悅山水,C棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物),臺東縣臺東市正氣北路80-1號等,26.27,住,,,1120310.0,土地1建物1車位0,一層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,64.43,0.0,1.0,1.0,有,無,6500000.0,100885.0,,0.0,0.0,,RPRNMLNKLHIGFAV66DB,正氣北路電梯公寓,A1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,17.74,住,,,1120305.0,土地2建物1車位1,七層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,95.98,2.0,1.0,1.0,有,無,6850000.0,93442.0,坡道平面,33.16,980000.0,A06戶一房方案，附冷氣一式交易總價含下列非屬預售屋價格之費用:含裝潢費740000元；含傢俱設備費140000元；,RPPNMLOKLHIGFAV09CB,達永崌里東,A6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,17.74,住,,,1120220.0,土地2建物1車位1,六層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,95.98,2.0,1.0,1.0,有,無,6790000.0,92646.0,坡道平面,33.16,970000.0,A06戶兩房方案，附冷氣一式交易總價含下列非屬預售屋價格之費用:含裝潢費680000元；含傢俱設備費200000元；,RPQNMLOKLHIGFAV56CB,達永崌里東,A6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,17.68,住,,,1120305.0,土地2建物1車位1,六層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,95.94,2.0,1.0,1.0,有,無,6780000.0,92545.0,坡道平面,33.16,970000.0,A07兩房方案，附冷氣一式交易總價含下列非屬預售屋價格之費用:含裝潢費680000元；含傢俱設備費200000元；,RPRNMLOKLHIGFAV66CB,達永崌里東,A7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,17.32,住,,,1120305.0,土地2建物1車位1,十一層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,94.51,2.0,1.0,1.0,有,無,7290000.0,103015.0,坡道平面,33.16,970000.0,A09戶兩房方案，附冷氣一式交易總價含下列非屬預售屋價格之費用:含裝潢費680000元；含傢俱設備費200000元；,RPSNMLOKLHIGFAV76CB,達永崌里東,A9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,17.32,住,,,1120309.0,土地2建物1車位1,二層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,77.93,2.0,1.0,1.0,有,無,6540000.0,96007.0,坡道機械,16.58,650000.0,A03戶兩房方案，附冷氣一式交易總價含下列非屬預售屋價格之費用:含裝潢費680000元；含傢俱設備費200000元；,RPTNMLOKLHIGFAV86CB,達永崌里東,A3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物),臺東縣臺東市中華路二段214巷78弄35號隔壁,107.46,住,,,1120316.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,195.99,5.0,2.0,6.0,有,無,14150000.0,72198.0,,0.0,0.0,,RPPNMLRKLHIGFAV86DB,晉鋐豐榮,B2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物),臺東縣臺東市中正路131號後方,19.75,商,,,1120303.0,土地3建物1車位0,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.3,2.0,2.0,2.0,有,無,9330000.0,84587.0,,0.0,0.0,,RPPNMLNLLHIGFAV09CB,大同富御,1棟13D號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市更生路1250號旁臺東市南榮段1069 地號,52.75,住,,,1120331.0,土地2建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.92,3.0,2.0,2.0,有,無,8660000.0,64422.0,坡道平面,35.93,930000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRJMHIGFAV76CB,悅山水,E棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市更生路1250號旁臺東市南榮段1069 地號,35.79,住,,,1120402.0,土地2建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.36,2.0,2.0,1.0,有,無,6740000.0,71350.0,坡道平面,35.93,930000.0,,RPSNMLRJMHIGFAV07CB,悅山水,F棟14號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市更生路1250號旁臺東市南榮段1069 地號,52.75,住,,,1120402.0,土地2建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.92,3.0,2.0,2.0,有,無,9600000.0,71423.0,坡道平面,35.93,1030000.0,,RPTNMLRJMHIGFAV17CB,悅山水,E棟14號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,26.77,住,,,1120318.0,土地2建物1車位1,六層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,128.13,2.0,2.0,2.0,有,無,8720000.0,81605.0,坡道平面,33.16,970000.0,,RPPNMLNKMHIGFAV09CB,達永崌里東,A5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,26.8,住,,,1120321.0,土地2建物1車位1,十一層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,128.14,2.0,2.0,2.0,有,無,9480000.0,89387.0,坡道平面,33.16,990000.0,,RPQNMLNKMHIGFAV56CB,達永崌里東,A8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,30.42,住,,,1120403.0,土地2建物1車位2,八層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,174.16,3.0,2.0,2.0,有,無,11260000.0,86053.0,坡道平面,66.32,1980000.0,,RPRNMLNKMHIGFAV66CB,達永崌里東,A1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,30.39,住,,,1120406.0,土地2建物1車位1,七層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,140.88,3.0,2.0,2.0,有,無,10170000.0,85221.0,坡道平面,33.16,990000.0,,RPSNMLNKMHIGFAV76CB,達永崌里東,A11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,26.8,住,,,1120408.0,土地2建物1車位1,九層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,128.14,2.0,2.0,2.0,有,無,9040000.0,84965.0,坡道平面,33.16,970000.0,,RPTNMLNKMHIGFAV86CB,達永崌里東,A8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市更生路1250號旁臺東市南榮段1069 地號,52.75,住,,,1120415.0,土地2建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.92,3.0,2.0,2.0,有,無,9310000.0,69006.0,坡道平面,35.93,1030000.0,,RPPNMLTKMHIGFAV07CB,悅山水,A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物),臺東縣臺東市興航街72號旁,52.0,住,,,1120422.0,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,134.78,3.0,2.0,2.0,有,無,10500000.0,77905.0,,0.0,0.0,,RPPNMLMLMHIGFAV09CB,齊揚日光A區,A棟3A1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物),臺東縣臺東市中華路三段205號旁,36.11,,鄉村區,乙種建築用地,1120222.0,土地3建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,81.06,2.0,2.0,1.0,有,無,6450000.0,79571.0,,0.0,0.0,,RPPNMLPLMHIGFAV86DB,豐里好好,2B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物),臺東縣臺東市興航街72號旁,52.0,住,,,1120425.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,134.78,3.0,2.0,2.0,有,無,10500000.0,77905.0,,0.0,0.0,,RPPNMLSLMHIGFAV07CB,齊揚日光A區,A棟4A1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物),臺東縣臺東市南王段592-21,141.96,住,,,1120430.0,土地6建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,184.04,4.0,2.0,4.0,有,無,13200000.0,71724.0,,0.0,0.0,1.賣方同意贈送車庫採光罩，樣式由賣方決定。2.賣方同意贈送自然風熱棒熱水器一組，樣式、型號由賣方決定。,RPPNMLMJNHIGFAV98CB,南王富御住宅,J棟J號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市更生路1250號旁臺東市南榮段1069 地號,52.75,住,,,1120429.0,土地2建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.92,3.0,2.0,2.0,有,無,9070000.0,67506.0,坡道平面,35.93,970000.0,,RPPNMLOJNHIGFAV56CB,悅山水,A棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市更生路1250號旁臺東市南榮段1069 地號,35.74,住,,,1120424.0,土地2建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.36,2.0,2.0,1.0,有,無,6710000.0,70981.0,坡道平面,35.93,930000.0,,RPQNMLOJNHIGFAV66CB,悅山水,C棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市更生路1250號旁臺東市南榮段1069 地號,52.75,住,,,1120503.0,土地2建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.92,3.0,2.0,2.0,有,無,9310000.0,69006.0,坡道平面,35.93,1030000.0,,RPRNMLOJNHIGFAV76CB,悅山水,D棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,30.42,住,,,1120423.0,土地2建物1車位1,五層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,141.0,3.0,2.0,2.0,有,無,9960000.0,83364.0,坡道平面,33.16,970000.0,,RPPNMLPKNHIGFAV76CB,達永崌里東,A1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,17.74,住,,,1120425.0,土地2建物1車位1,九層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,79.4,2.0,1.0,1.0,有,無,6670000.0,95829.0,坡道機械,16.58,650000.0,A06戶一房方案，附冷氣一式交易總價含下列非屬預售屋價格之費用:含裝潢費740000元；含傢俱設備費140000元；,RPQNMLPKNHIGFAV86CB,達永崌里東,A6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,30.39,住,,,1120510.0,土地2建物1車位1,十二層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,140.88,3.0,2.0,2.0,有,無,10710000.0,90327.0,坡道平面,33.16,980000.0,,RPRNMLPKNHIGFAV96CB,達永崌里東,A11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市中正路131號後方,25.39,住,,,1120428.0,土地3建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.46,3.0,2.0,2.0,有,無,12630000.0,82563.0,坡道平面,13.75,930000.0,,RPPNMLMLNHIGFAV56CB,大同富御,1棟11A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市中華路三段205號旁,62.59,,鄉村區,乙種建築用地,1120430.0,土地3建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,179.35,3.0,2.0,2.0,有,無,10700000.0,71179.0,一樓平面,38.86,700000.0,,RPPNMLTLNHIGFAV27CB,豐里好好,5A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市興安路200巷,89.09,住,,,1120225.0,土地1建物1車位1,全,4.0,透天厝,住家用,鋼筋混凝土造,,204.26,5.0,3.0,4.0,有,無,13800000.0,67561.0,其他,0.0,0.0,,RPPNMLOJOHIGFAV66CB,敦惠之星,A棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市興安路一段200巷21弄72號,91.44,住,,,1120417.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,185.37,5.0,2.0,4.0,有,無,13280000.0,71641.0,其他,0.0,0.0,,RPQNMLOJOHIGFAV76CB,敦惠之星,B棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市新站路2巷,140.99,住,,,1120509.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,245.78,4.0,2.0,5.0,有,無,16180000.0,65831.0,其他,0.0,0.0,,RPQNMLPJOHIGFAV86CB,素直,A7棟A7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市新站路2巷,142.35,住,,,1120325.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,245.78,4.0,2.0,5.0,有,無,16380000.0,66645.0,其他,0.0,0.0,,RPSNMLPJOHIGFAV07CB,素直,A6棟A6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市新站路2巷,143.71,住,,,1120317.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,245.78,4.0,2.0,5.0,有,無,16420000.0,66808.0,其他,0.0,0.0,,RPTNMLPJOHIGFAV17CB,素直,A5棟A5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市新站路2巷,155.53,住,,,1120320.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,258.61,4.0,2.0,5.0,有,無,17280000.0,66819.0,其他,0.0,0.0,,RPUNMLPJOHIGFAV27CB,素直,A1棟A1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台東市,房地(土地+建物)+車位,臺東縣臺東市新站路2巷,139.64,住,,,1120312.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,245.78,4.0,2.0,5.0,有,無,16100000.0,65506.0,其他,0.0,0.0,,RPQNMLPKOHIGFAV96CB,素直,A8棟A8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物),臺東縣臺東市中正路131號後方,14.79,住,,,1120512.0,土地3建物1車位0,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.56,2.0,2.0,2.0,有,無,6850000.0,82970.0,,0.0,0.0,,RPQNMLMLNHIGFAV66CB,大同富御,1棟13E號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物),臺東縣臺東市中華路二段214巷78弄35號隔壁,99.76,住,,,1120527.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,208.47,5.0,2.0,6.0,有,無,14150000.0,67875.0,,0.0,0.0,,RPPNMLKMNHIGFAV56DB,晉鋐豐榮,A5號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物),臺東縣臺東市中華路二段214巷78弄35號隔壁,102.7,住,,,1120528.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,211.67,5.0,2.0,6.0,有,無,14200000.0,67086.0,,0.0,0.0,,RPQNMLKMNHIGFAV66DB,晉鋐豐榮,A7號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市國泰街71號旁,113.5,住,,,1120518.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,203.84,4.0,2.0,5.0,有,無,15000000.0,73587.0,其他,0.0,0.0,,RPPNMLLJOHIGFAV09DB,國泰精品,A7號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市新站路2巷,154.03,住,,,1120520.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,258.61,4.0,2.0,5.0,有,無,17320000.0,66973.0,其他,0.0,0.0,,RPPNMLPJOHIGFAV76CB,素直,A2棟A2號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市中正路131號後方,20.29,商,,,1120519.0,土地3建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.99,3.0,2.0,2.0,有,無,10030000.0,80360.0,坡道平面,13.75,930000.0,,RPVNMLPJOHIGFAV37CB,大同富御,1棟6B號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市中正路131號後方,25.28,商,,,1120519.0,土地3建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.83,3.0,2.0,2.0,有,無,12130000.0,79388.0,坡道平面,13.75,930000.0,,RPWNMLPJOHIGFAV47CB,大同富御,1棟6C號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市中正路131號後方,19.75,商,,,1120604.0,土地3建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.05,2.0,2.0,2.0,有,無,9700000.0,80417.0,坡道平面,13.75,830000.0,,RPXNMLPJOHIGFAV57CB,大同富御,1棟7G號,,112_03,,,,,,,,,,,,,,,,,,,
