鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,17.74,住,Unnamed: 5,Unnamed: 6,1120512,土地2建物1車位1,十層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,Unnamed: 14,79.4,2,1,1.1,有,無,6730000,96784,坡道機械,16.58,650000,A06戶兩房方案，附冷氣一式交易總價含下列非屬預售屋價格之費用:含裝潢費680000元；含傢俱設備費200000元；,RPSNMLPKNHIGFAV07CB,達永崌里東,A6號,Unnamed: 30,來源資料夾,臺東縣臺東市仁愛街29號旁,34.62,1120814,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,102.17,2.1,8800000,88465,一樓平面,14.0,1000000,車位編號:自設車位8,RPQNMLPKQHIGFAV27DB,麗築東京天后之星,5C號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物),臺東縣臺東市興航街72號旁,52.0,住,,,1120603.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,134.78,3.0,2.0,2.0,有,無,10500000.0,77905.0,,0.0,0.0,,RPPNMLRJOHIGFAV96CB,齊揚日光A區,A棟2A1號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物),臺東縣臺東市中華路二段214巷78弄35號隔壁,99.27,住,,,1120607.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,208.47,5.0,2.0,6.0,有,無,14150000.0,67875.0,,0.0,0.0,,RPPNMLRJOHIGFAV07DB,晉鋐豐榮,A6號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市復興路117號,26.01,住,,,1120513.0,土地5建物1車位1,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.8,3.0,2.0,2.0,有,無,11500000.0,91265.0,一樓平面,13.75,1000000.0,,RPPNMLTJOHIGFAV17CB,富湛,1棟10C號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物),臺東縣臺東市復興路117號,23.82,住,,,1120515.0,土地5建物1車位0,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.11,3.0,2.0,2.0,有,無,8800000.0,75143.0,,0.0,0.0,,RPQNMLTJOHIGFAV27CB,富湛,1棟8E號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物),臺東縣臺東市南王段592-19,130.78,住,,,1120607.0,土地6建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,178.91,4.0,2.0,4.0,有,無,12800000.0,71544.0,,0.0,0.0,1.賣方同意贈送車庫遮雨棚採光罩，樣式由賣方決定。廚具費:100000元,RPPNMLMKOHIGFAV56CB,南王富御住宅,H棟0號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市仁愛街29號旁,43.41,住,,,1120514.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,124.54,3.0,2.0,2.0,有,無,10500000.0,85942.0,一樓平面,14.0,1000000.0,車位編號:自設停車6號,RPPNMLMKOHIGFAV66DB,麗築東京天后之星,5A號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市仁愛街29號旁,43.41,住,,,1120514.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,124.54,3.0,2.0,2.0,有,無,10350000.0,84585.0,一樓平面,14.0,1000000.0,車位編號:自設停車7號,RPQNMLMKOHIGFAV76DB,麗築東京天后之星,4A號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,17.32,住,,,1120606.0,土地2建物1車位1,十一層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,77.93,2.0,1.0,1.0,有,無,6970000.0,103015.0,坡道機械,16.58,650000.0,A10戶一房方案，附冷氣一式交易總價含下列非屬預售屋價格之費用:含裝潢費740000元；含傢俱設備費140000元；,RPPNMLNKOHIGFAV66CB,達永崌里東,A10號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物),臺東縣臺東市仁愛街29號旁,29.55,住,,,1120518.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,75.19,2.0,2.0,1.0,有,無,6300000.0,83788.0,,0.0,0.0,,RPPNMLPKOHIGFAV96DB,麗築東京天后之星,2D號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市仁愛街29號旁,29.55,住,,,1120526.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,85.19,2.0,2.0,1.0,有,無,7380000.0,86182.0,一樓平面,10.0,900000.0,車位編號:法定車位12號,RPQNMLPKOHIGFAV07DB,麗築東京天后之星,5D號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市仁愛街29號旁,35.19,住,,,1120603.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.64,2.0,2.0,2.0,有,無,8450000.0,83110.0,一樓平面,14.0,1000000.0,車位編號:法定車位3號,RPRNMLPKOHIGFAV17DB,麗築東京天后之星,3B號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市興盛路11號之附近,108.08,住,,,1120610.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,202.22,4.0,2.0,5.0,有,無,15000000.0,74177.0,其他,0.0,0.0,,RPPNMLQLOHIGFAV07CB,台東市清榮95地號9戶住宅新建工程,B3棟0號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市興盛路11號之附近,111.04,住,,,1120529.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,202.22,4.0,2.0,5.0,有,無,15000000.0,74177.0,其他,0.0,0.0,,RPQNMLQLOHIGFAV17CB,台東市清榮95地號9戶住宅新建工程,B5棟0號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市興盛路11號之附近,108.08,其他,,,1120618.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,202.22,4.0,2.0,5.0,有,無,15000000.0,74177.0,其他,0.0,0.0,,RPRNMLQLOHIGFAV27CB,台東市清榮95地號9戶住宅新建工程,B2棟0號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市中正路131號後方,25.28,商,,,1120605.0,土地3建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.83,3.0,2.0,2.0,有,無,12000000.0,78466.0,坡道平面,13.75,930000.0,,RPPNMLSLOHIGFAV27CB,大同富御,1棟4C號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物),臺東縣臺東市開封街308號旁,156.0,住,,,1120628.0,土地2建物1車位0,全,4.0,透天厝,住商用,鋼筋混凝土造,,306.24,5.0,2.0,6.0,有,無,36000000.0,117555.0,,0.0,0.0,,RPPNMLSLOHIGFAV37DB,開封品苑,B棟0號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市更生路1250號旁臺東市南榮段1069 地號,35.74,住,,,1120627.0,土地2建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.36,2.0,2.0,1.0,有,無,6780000.0,71841.0,坡道平面,35.93,930000.0,,RPPNMLKMOHIGFAV56CB,悅山水,C棟7號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市仁愛街29號旁,34.27,住,,,1120611.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,100.19,2.0,2.0,2.0,有,無,8240000.0,83611.0,一樓平面,13.0,950000.0,車位編號:法定車位1號,RPPNMLPJPHIGFAV96DB,麗築東京天后之星,4B號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市仁愛街29號旁,34.27,住,,,1120628.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.19,2.0,2.0,2.0,有,無,8750000.0,88886.0,一樓平面,14.0,1000000.0,車位編號 : 自設車位4號,RPQNMLPJPHIGFAV07DB,麗築東京天后之星,5B號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市仁愛街29號旁,34.62,住,,,1120630.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,102.17,2.0,2.0,1.0,有,無,8400000.0,83929.0,一樓平面,14.0,1000000.0,車位編號:自設停車5號,RPRNMLPJPHIGFAV17DB,麗築東京天后之星,4C號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市復興路117號,31.82,住,,,1120615.0,土地5建物1車位1,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,129.11,3.0,2.0,2.0,有,無,10900000.0,85008.0,坡道平面,12.65,1000000.0,,RPPNMLRJPHIGFAV07CB,富湛,1棟10D號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,23.15,住,,,1120618.0,土地2建物1車位0,四層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,82.08,2.0,1.0,1.0,有,無,6530000.0,79557.0,,0.0,0.0,,RPQNMLKKPHIGFAV56CB,達永崌里東,A12號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,23.15,住,,,1120627.0,土地2建物1車位1,二層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.24,2.0,1.0,1.0,有,無,7530000.0,80288.0,坡道平面,33.16,940000.0,,RPRNMLKKPHIGFAV66CB,達永崌里東,A12號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,26.77,住,,,1120618.0,土地2建物1車位1,五層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,128.13,2.0,2.0,2.0,有,無,8660000.0,80762.0,坡道平面,33.16,990000.0,,RPSNMLKKPHIGFAV76CB,達永崌里東,A5號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,26.8,住,,,1120630.0,土地2建物1車位1,七層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,128.14,2.0,2.0,2.0,有,無,8830000.0,82544.0,坡道平面,33.16,990000.0,,RPTNMLKKPHIGFAV86CB,達永崌里東,A8號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,17.32,住,,,1120626.0,土地2建物1車位1,十二層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,77.93,2.0,1.0,1.0,有,無,7030000.0,103993.0,坡道機械,16.58,650000.0,A09戶一房方案，附冷氣一式交易總價含下列非屬預售屋價格之費用:含裝潢費740000元；含傢俱設備費140000元；,RPUNMLKKPHIGFAV96CB,達永崌里東,A9號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市臺東縣臺東市興盛路11號之附近,108.09,住,,,1120629.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,202.22,4.0,2.0,5.0,有,無,15200000.0,75166.0,其他,0.0,0.0,,RPPNMLMKPHIGFAV66CB,台東市清榮95地號9戶住宅新建工程,B1棟0號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段246號旁浙江路的右側,23.15,住,,,1120622.0,土地2建物1車位1,十二層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.24,2.0,1.0,1.0,有,無,8330000.0,89547.0,坡道平面,33.16,980000.0,,RPQNMLNKPHIGFAV86CB,達永崌里東,A12號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,34.47,住,,,1120703.0,土地4建物1車位1,十二層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,162.08,3.0,2.0,2.0,有,無,11950000.0,87143.0,坡道平面,36.31,990000.0,,RPRNMLNKPHIGFAV96CB,達永吾南室,A1號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市興盛路313巷16弄12號隔壁,49.2,住,,,1120712.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,158.28,3.0,2.0,2.0,有,無,9760000.0,63378.0,一樓平面,13.75,600000.0,,RPSNMLNKPHIGFAV07CB,悅欣贊電梯公寓,2A號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市興盛路313巷16弄12號隔壁,47.77,住,,,1120712.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,154.16,3.0,2.0,2.0,有,無,9710000.0,64881.0,一樓平面,13.75,600000.0,,RPTNMLNKPHIGFAV17CB,悅欣贊電梯公寓,3A號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,43.51,住,,,1120630.0,土地4建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,194.96,4.0,2.0,3.0,有,無,15050000.0,88623.0,坡道平面,36.31,990000.0,,RPWNMLNKPHIGFAV47CB,達永吾南室,A3號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,43.11,住,,,1120708.0,土地4建物1車位1,十二層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,193.5,4.0,2.0,3.0,有,無,14680000.0,87092.0,坡道平面,36.31,990000.0,,RPXNMLNKPHIGFAV57CB,達永吾南室,A2號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,34.47,住,,,1120627.0,土地4建物1車位1,十層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,162.08,3.0,2.0,2.0,有,無,12010000.0,87143.0,坡道平面,36.31,1050000.0,,RPOOMLNKPHIGFAV76CB,達永吾南室,A5號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,34.47,住,,,1120630.0,土地4建物1車位2,四層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,198.39,3.0,2.0,2.0,有,無,11840000.0,77443.0,坡道平面,72.62,2100000.0,,RPPOMLNKPHIGFAV86CB,達永吾南室,A1號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,43.51,住,,,1120629.0,土地4建物1車位1,十二層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,194.96,4.0,2.0,3.0,有,無,14910000.0,87740.0,坡道平面,36.31,990000.0,,RPQOMLNKPHIGFAV96CB,達永吾南室,A3號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,34.47,住,,,1120629.0,土地4建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,162.08,3.0,2.0,2.0,有,無,11930000.0,86507.0,坡道平面,36.31,1050000.0,,RPROMLNKPHIGFAV07CB,達永吾南室,A5號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,34.47,住,,,1120629.0,土地4建物1車位1,十一層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,162.08,3.0,2.0,2.0,有,無,12370000.0,90483.0,坡道平面,36.31,990000.0,,RPSOMLNKPHIGFAV17CB,達永吾南室,A5號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,43.51,住,,,1120627.0,土地4建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,194.96,4.0,2.0,3.0,有,無,14720000.0,86543.0,坡道平面,36.31,990000.0,,RPTOMLNKPHIGFAV27CB,達永吾南室,A3號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,43.51,住,,,1120629.0,土地4建物1車位1,十層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,194.96,4.0,2.0,3.0,有,無,14810000.0,87110.0,坡道平面,36.31,990000.0,,RPUOMLNKPHIGFAV37CB,達永吾南室,A3號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,43.51,住,,,1120628.0,土地4建物1車位1,二層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,194.96,4.0,2.0,3.0,有,無,16010000.0,94674.0,坡道平面,36.31,990000.0,,RPVOMLNKPHIGFAV47CB,達永吾南室,A3號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,34.47,住,,,1120628.0,土地4建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,162.08,3.0,2.0,2.0,有,無,11760000.0,85633.0,坡道平面,36.31,990000.0,,RPWOMLNKPHIGFAV57CB,達永吾南室,A5號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,34.47,住,,,1120708.0,土地4建物1車位1,十一層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,162.08,3.0,2.0,2.0,有,無,11910000.0,86825.0,坡道平面,36.31,990000.0,,RPXOMLNKPHIGFAV67CB,達永吾南室,A1號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,34.47,住,,,1120707.0,土地4建物1車位1,六層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,162.08,3.0,2.0,2.0,有,無,11930000.0,86507.0,坡道平面,36.31,1050000.0,,RPOPMLNKPHIGFAV86CB,達永吾南室,A5號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,43.51,住,,,1120629.0,土地4建物1車位1,九層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,194.96,4.0,2.0,3.0,有,無,14820000.0,86795.0,坡道平面,36.31,1050000.0,,RPPPMLNKPHIGFAV96CB,達永吾南室,A3號,,112_03,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台東市,房地(土地+建物)+車位,臺東縣臺東市四維路二段235號旁,43.51,住,,,1120629.0,土地4建物1車位1,七層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,194.96,4.0,2.0,3.0,有,無,14730000.0,86228.0,坡道平面,36.31,1050000.0,,RPQPMLNKPHIGFAV07CB,達永吾南室,A3號,,112_03,,,,,,,,,,,,,,,,,,,
